TermKey,AcademicYearKey,AcademicYearSort,TermName,TermSort,GeographyKey,SchoolTypeKey,EducationPhase,Enrolments,SessionsPossible,OverallAbsenceSessions,AuthorisedAbsenceSessions,UnauthorisedAbsenceSessions,OverallAbsenceRateSource,AttendanceRateSource,PersistentAbsentees,PersistentAbsenceRateSource,SevereAbsentees,SevereAbsenceRateSource
2022/23|Autumn term,2022/23,2022,Autumn term,1,LA|E09000028,State-funded secondary,State-funded secondary,16726,2129132,151794,100894,50900,0.0712938,0.9287062,3694,0.22085380000000002,291,0.0173981
2022/23|Autumn term,2022/23,2022,Autumn term,1,LA|E09000030,State-funded secondary,State-funded secondary,15382,2025846,131420,95516,35904,0.0648717,0.9351283,3188,0.2072552,138,0.0089715
2022/23|Autumn term,2022/23,2022,Autumn term,1,LA|E09000032,Total,Total,26032,3424857,235961,175089,60872,0.0688966,0.9311034,5801,0.2228411,382,0.0146742
2022/23|Autumn term,2022/23,2022,Autumn term,1,LA|E09000033,Total,Total,16702,2143086,160537,106603,53934,0.0749093,0.9250907,4132,0.24739550000000002,257,0.0153874
2022/23|Autumn term,2022/23,2022,Autumn term,1,LA|E09000003,Total,Total,50564,6523242,441276,345476,95800,0.0676467,0.9323532999999999,11161,0.2207302,497,0.0098291
2022/23|Autumn term,2022/23,2022,Autumn term,1,LA|E09000004,Total,Total,36166,4636023,341730,251758,89972,0.0737119,0.9262881000000001,8642,0.2389537,531,0.014682299999999999
2022/23|Autumn term,2022/23,2022,Autumn term,1,LA|E09000005,State-funded primary,State-funded primary,21584,2834495,173919,136166,37753,0.061357999999999996,0.938642,4451,0.20621759999999997,150,0.0069496
2022/23|Autumn term,2022/23,2022,Autumn term,1,LA|E09000006,State-funded primary,State-funded primary,23681,3125224,198075,158056,40019,0.0633795,0.9366205,4976,0.21012630000000002,117,0.0049407
2022/23|Autumn term,2022/23,2022,Autumn term,1,LA|E09000009,State-funded secondary,State-funded secondary,18775,2423362,168047,118907,49140,0.06934459999999999,0.9306554,4102,0.21848199999999998,285,0.0151798
2022/23|Autumn term,2022/23,2022,Autumn term,1,LA|E09000010,State-funded primary,State-funded primary,24857,3237083,217710,156977,60733,0.06725500000000001,0.9327449999999999,5666,0.2279438,207,0.0083276
2022/23|Autumn term,2022/23,2022,Autumn term,1,LA|E06000058,Total,Total,45947,6075152,458613,349611,109002,0.07549,0.9245099999999999,11168,0.24306270000000002,748,0.0162796
2022/23|Autumn term,2022/23,2022,Autumn term,1,LA|E06000054,State-funded secondary,State-funded secondary,27109,3469318,307701,228183,79518,0.08869210000000001,0.9113079,7569,0.2792062,712,0.0262643
2022/23|Autumn term,2022/23,2022,Autumn term,1,LA|E06000030,Total,Total,32109,4104562,315174,239748,75426,0.0767863,0.9232137,7898,0.24597460000000002,593,0.0184683
2022/23|Autumn term,2022/23,2022,Autumn term,1,LA|E10000013,Special,Special,1338,172501,22125,19185,2940,0.1282601,0.8717399,523,0.39088189999999995,73,0.054558999999999996
2022/23|Autumn term,2022/23,2022,Autumn term,1,LA|E10000027,State-funded primary,State-funded primary,33531,4481971,286798,233181,53617,0.0639893,0.9360107,7233,0.21571079999999998,278,0.008290800000000001
2022/23|Autumn term,2022/23,2022,Autumn term,1,NAT|E92000001,State-funded primary,State-funded primary,3846307,513933802,32350550,24937640,7412910,0.0629469,0.9370531,803888,0.20900259999999998,28305,0.007359
2022/23|Autumn term,2022/23,2022,Autumn term,1,REG|E12000002,State-funded primary,State-funded primary,533472,72736500,4374272,3266209,1108063,0.0601386,0.9398614,105042,0.19690259999999998,3130,0.0058672
2022/23|Autumn term,2022/23,2022,Autumn term,1,REG|E12000002,Total,Total,989816,133684416,9826330,6829628,2996702,0.0735039,0.9264961,231704,0.234088,16704,0.0168759
2022/23|Autumn term,2022/23,2022,Autumn term,1,REG|E12000005,Special,Special,16057,2078562,269129,209443,59686,0.1294785,0.8705215,6311,0.39303730000000003,910,0.0566731
2022/23|Autumn term,2022/23,2022,Autumn term,1,REG|E12000006,Total,Total,817797,109328469,8340011,6317647,2022364,0.076284,0.923716,201324,0.2461785,13965,0.017076400000000002
2022/23|Autumn term,2022/23,2022,Autumn term,1,REG|E12000009,Total,Total,667683,87196814,6862148,5261419,1600729,0.0786972,0.9213028,168276,0.2520298,13135,0.0196725
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E08000037,Total,Total,24310,3452419,258326,157435,100891,0.07482459999999999,0.9251754,5283,0.217318,655,0.0269436
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E08000021,Total,Total,35800,4981914,380970,207056,173914,0.0764706,0.9235294000000001,7795,0.2177374,1031,0.028798900000000002
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E09000020,State-funded primary,State-funded primary,5450,761593,42125,33461,8664,0.055311700000000005,0.9446883,900,0.16513760000000002,36,0.006605499999999999
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E09000022,Total,Total,29072,3974436,244616,157665,86951,0.0615473,0.9384527,5431,0.1868121,402,0.0138277
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E09000032,State-funded primary,State-funded primary,14849,2062940,104862,76674,28188,0.050831299999999996,0.9491687,2133,0.143646,155,0.0104384
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E09000033,Total,Total,16318,2202413,147469,91530,55939,0.0669579,0.9330421,3343,0.2048658,295,0.0180782
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E09000004,State-funded primary,State-funded primary,18671,2540536,127575,90657,36918,0.050215800000000005,0.9497842,2688,0.1439666,143,0.0076589
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E09000009,Special,Special,818,112962,11959,10610,1349,0.1058675,0.8941325,273,0.3337408,32,0.039119799999999996
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E09000010,Special,Special,966,132381,18306,13510,4796,0.1382827,0.8617173,392,0.40579709999999997,63,0.06521740000000001
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E09000010,State-funded primary,State-funded primary,24587,3388036,181491,122641,58850,0.053568199999999996,0.9464318,3811,0.1550006,266,0.0108187
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E09000014,Total,Total,31000,4238254,263553,171705,91848,0.0621843,0.9378157,5539,0.17867740000000001,484,0.0156129
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E09000015,State-funded primary,State-funded primary,18704,2535091,124865,100304,24561,0.0492546,0.9507454,2577,0.13777799999999998,177,0.0094632
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E09000017,Total,Total,43218,5894039,367793,253706,114087,0.0624008,0.9375992,7615,0.1761997,622,0.014392199999999999
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E09000018,Total,Total,36435,4883389,291294,197678,93616,0.05965,0.94035,6445,0.17689039999999998,425,0.0116646
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E09000027,Special,Special,318,41150,3647,2844,803,0.088627,0.911373,94,0.2955975,5,0.0157233
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E09000027,Total,Total,24624,3308664,172302,120791,51511,0.052076000000000004,0.947924,3393,0.1377924,305,0.0123863
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E09000031,Special,Special,642,88403,12081,8243,3838,0.1366583,0.8633417,268,0.41744549999999997,41,0.0638629
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E09000031,State-funded secondary,State-funded secondary,15669,2121736,145659,85545,60114,0.0686509,0.9313491,3266,0.20843699999999998,302,0.0192737
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E06000060,Special,Special,1453,200317,23919,17402,6517,0.11940569999999999,0.8805943,527,0.3626979,74,0.0509291
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E06000042,State-funded secondary,State-funded secondary,20033,2800024,217300,146826,70474,0.0776065,0.9223935,4152,0.207258,671,0.0334947
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E06000042,Total,Total,44291,6221607,395675,283657,112018,0.0635969,0.9364031,7771,0.1754533,940,0.021223299999999997
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E10000011,State-funded primary,State-funded primary,31475,4215153,238263,171669,66594,0.0565254,0.9434746,5382,0.1709929,299,0.0094996
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E06000036,State-funded primary,State-funded primary,8500,1150687,51661,41094,10567,0.0448958,0.9551042,1032,0.1214118,48,0.0056471
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E06000036,State-funded secondary,State-funded secondary,7461,994910,70355,50728,19627,0.0707149,0.9292851,1496,0.2005093,168,0.0225171
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E06000037,Total,Total,22076,3026705,199234,150367,48867,0.06582539999999999,0.9341746,4183,0.1894818,411,0.0186175
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E06000039,State-funded secondary,State-funded secondary,13338,1722757,115944,79398,36546,0.0673014,0.9326986,2572,0.1928325,282,0.021142599999999998
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E06000039,Total,Total,28007,3625671,223093,156618,66475,0.0615315,0.9384685,5066,0.1808834,441,0.0157461
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E10000030,Total,Total,141438,18831886,1135067,833915,301152,0.060273700000000006,0.9397263,23527,0.16634139999999997,2386,0.0168696
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E06000053,Total,Total,216,27955,1829,1120,709,0.0654266,0.9345734,38,0.17592590000000002,3,0.0138889
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E06000023,Special,Special,1135,146902,25573,17064,8509,0.17408200000000001,0.8259179999999999,508,0.4475771,130,0.1145374
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E06000024,State-funded secondary,State-funded secondary,12785,1684378,145843,106271,39572,0.08658569999999999,0.9134143,3234,0.2529527,438,0.0342589
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E06000054,Total,Total,60809,8215264,535046,397785,137261,0.0651283,0.9348717,11173,0.1837392,1234,0.020293000000000002
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E06000026,Total,Total,33462,4444537,341717,227169,114548,0.0768847,0.9231153,7760,0.23190480000000002,860,0.0257008
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E06000027,State-funded secondary,State-funded secondary,8231,1100207,105812,69376,36436,0.0961746,0.9038254,2176,0.2643664,369,0.0448305
2023/24|Autumn term,2023/24,2023,Autumn term,1,LA|E06000066,Special,Special,1029,130591,20557,16057,4500,0.1574151,0.8425849,427,0.414966,137,0.133139
2023/24|Autumn term,2023/24,2023,Autumn term,1,NAT|E92000001,State-funded primary,State-funded primary,3828194,529779376,27818872,20066928,7751944,0.0525103,0.9474897,589938,0.1541035,31102,0.0081245
2023/24|Autumn term,2023/24,2023,Autumn term,1,REG|E12000001,State-funded secondary,State-funded secondary,153710,21289908,2002047,1143231,858816,0.09403740000000001,0.9059626,42533,0.2767094,5973,0.0388589
2023/24|Autumn term,2023/24,2023,Autumn term,1,REG|E12000002,State-funded secondary,State-funded secondary,443020,61134136,5130861,3071641,2059220,0.0839279,0.9160721000000001,107432,0.2424992,14712,0.0332084
2023/24|Autumn term,2023/24,2023,Autumn term,1,REG|E12000004,Total,Total,634287,88324678,5929506,4096105,1833401,0.0671331,0.9328669,123067,0.19402419999999998,12994,0.020486
2023/24|Autumn term,2023/24,2023,Autumn term,1,REG|E12000005,State-funded primary,State-funded primary,431317,60701564,3249719,2294598,955121,0.053536,0.946464,67646,0.1568359,4028,0.009338800000000001
2018/19|Spring term,2018/19,2018,Spring term,2,LA|E06000055,Special,Special,312,37617,3072,2444,628,0.08166520000000001,0.9183348,84,0.2692308,8,0.025640999999999997
2018/19|Spring term,2018/19,2018,Spring term,2,LA|E06000056,State-funded primary,State-funded primary,16863,2030376,85682,70157,15525,0.042200100000000004,0.9577999,1827,0.1083437,79,0.0046848
2018/19|Spring term,2018/19,2018,Spring term,2,LA|E10000003,State-funded primary,State-funded primary,43550,5191494,208957,172845,36112,0.0402499,0.9597501,4612,0.1059013,179,0.0041102
2018/19|Spring term,2018/19,2018,Spring term,2,LA|E10000012,State-funded primary,State-funded primary,102378,12193510,528885,425168,103717,0.043374300000000005,0.9566257,12486,0.12195980000000001,387,0.0037801
2018/19|Spring term,2018/19,2018,Spring term,2,LA|E10000012,State-funded secondary,State-funded secondary,76819,9174493,516005,373667,142338,0.0562434,0.9437566,11767,0.15317830000000002,951,0.0123797
2018/19|Spring term,2018/19,2018,Spring term,2,LA|E06000033,State-funded secondary,State-funded secondary,10896,1236324,54901,40813,14088,0.044406600000000004,0.9555934,1294,0.11875920000000001,120,0.0110132
2018/19|Spring term,2018/19,2018,Spring term,2,LA|E10000015,Special,Special,2226,254149,26975,21132,5843,0.1061385,0.8938615,648,0.2911051,106,0.047618999999999995
2018/19|Spring term,2018/19,2018,Spring term,2,LA|E10000020,Special,Special,1193,146852,13524,12015,1509,0.0920927,0.9079073,309,0.2590109,37,0.031014200000000002
2018/19|Spring term,2018/19,2018,Spring term,2,LA|E10000020,State-funded primary,State-funded primary,56001,6835430,314725,252029,62696,0.046043200000000006,0.9539568,6842,0.12217639999999999,216,0.0038571
2018/19|Spring term,2018/19,2018,Spring term,2,LA|E09000007,Special,Special,258,29752,3732,2228,1504,0.1254369,0.8745631,103,0.3992248,12,0.0465116
2018/19|Spring term,2018/19,2018,Spring term,2,LA|E09000012,State-funded primary,State-funded primary,15978,1865041,71015,54560,16455,0.0380769,0.9619231,1752,0.1096508,29,0.001815
2018/19|Spring term,2018/19,2018,Spring term,2,LA|E09000022,State-funded primary,State-funded primary,17765,2104537,86867,61630,25237,0.041276099999999996,0.9587239,2087,0.1174782,49,0.0027582
2018/19|Spring term,2018/19,2018,Spring term,2,LA|E09000022,Total,Total,30544,3583420,166522,115674,50848,0.0464701,0.9535299,4050,0.1325956,193,0.0063188
2018/19|Spring term,2018/19,2018,Spring term,2,LA|E09000028,State-funded secondary,State-funded secondary,14880,1721458,81459,57843,23616,0.0473198,0.9526802,1909,0.128293,118,0.0079301
2018/19|Spring term,2018/19,2018,Spring term,2,LA|E09000030,Special,Special,473,55008,6737,4833,1904,0.1224731,0.8775269,192,0.40591970000000005,21,0.0443975
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000002,Special,Special,409,54235,8504,7016,1488,0.1567991,0.8432009,174,0.42542789999999997,37,0.0904645
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000003,Special,Special,520,70539,9958,8829,1129,0.1411701,0.8588299,209,0.4019231,32,0.0615385
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000003,State-funded secondary,State-funded secondary,24107,3165516,198360,153621,44739,0.0626628,0.9373372,4939,0.20487829999999999,255,0.0105778
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000004,Total,Total,36286,4817730,308606,238330,70276,0.06405630000000001,0.9359436999999999,8017,0.2209392,435,0.0119881
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000006,State-funded primary,State-funded primary,23763,3162508,168035,136724,31311,0.0531335,0.9468665,4235,0.1782182,106,0.004460700000000001
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000008,Special,Special,1049,142321,20289,16671,3618,0.14255800000000002,0.857442,497,0.47378459999999994,46,0.0438513
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000009,State-funded secondary,State-funded secondary,18216,2360327,141813,108291,33522,0.0600819,0.9399181,3371,0.1850571,206,0.0113087
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000009,Total,Total,43868,5826538,338464,264358,74106,0.0580901,0.9419099,8227,0.1875399,455,0.010372
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000014,State-funded secondary,State-funded secondary,13700,1778452,126304,88254,38050,0.0710191,0.9289809,3072,0.22423359999999998,215,0.0156934
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000016,State-funded secondary,State-funded secondary,15129,2020940,142783,113846,28937,0.0706518,0.9293482,3550,0.23464870000000002,225,0.0148721
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000016,Total,Total,35713,4846304,293525,240601,52924,0.060566800000000004,0.9394332,7046,0.1972951,319,0.008932299999999999
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000018,State-funded primary,State-funded primary,19387,2619603,150053,112776,37277,0.0572808,0.9427192,3779,0.1949244,133,0.006860300000000001
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000018,State-funded secondary,State-funded secondary,16773,2193727,142102,108204,33898,0.0647765,0.9352235,3525,0.21015920000000002,202,0.0120432
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000021,State-funded secondary,State-funded secondary,9732,1251456,88204,70947,17257,0.0704811,0.9295189,2231,0.2292437,121,0.0124332
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000024,Special,Special,368,49574,7111,4736,2375,0.14344210000000002,0.8565579,167,0.4538043,32,0.0869565
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000025,Special,Special,181,24172,5120,3579,1541,0.21181529999999998,0.7881847,95,0.5248619,26,0.1436464
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000027,Total,Total,24269,3250864,200782,159697,41085,0.0617627,0.9382373,4972,0.2048704,214,0.0088178
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000029,State-funded primary,State-funded primary,15720,2137805,119985,96599,23386,0.056125299999999996,0.9438747,2867,0.1823791,77,0.0048982
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000029,Total,Total,32968,4337916,278880,227480,51400,0.0642889,0.9357111,7241,0.21963719999999998,295,0.0089481
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000031,State-funded primary,State-funded primary,19803,2695923,138917,106576,32341,0.0515285,0.9484715,3315,0.1673989,134,0.0067667
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000031,Total,Total,35582,4788056,286050,210802,75248,0.0597424,0.9402576,6966,0.1957731,395,0.0111011
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E10000011,State-funded primary,State-funded primary,32377,4445871,269245,218686,50559,0.0605607,0.9394393,6902,0.21317599999999998,174,0.0053742
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E06000043,Special,Special,398,53933,7347,6496,851,0.1362246,0.8637754,161,0.4045226,28,0.0703518
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E10000014,Special,Special,2844,385662,47083,38865,8218,0.12208360000000001,0.8779163999999999,1093,0.3843179,130,0.0457103
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E06000045,Total,Total,30515,4084044,297775,209218,88557,0.0729118,0.9270882,7605,0.24922170000000002,551,0.018056700000000002
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E06000038,State-funded secondary,State-funded secondary,7613,1009878,68718,47572,21146,0.06804579999999999,0.9319542000000001,1774,0.23302250000000002,109,0.0143176
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E06000038,Total,Total,19584,2639893,173125,125302,47823,0.0655803,0.9344197,4330,0.2210989,259,0.0132251
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E06000039,Special,Special,294,39431,6783,5024,1759,0.172022,0.827978,153,0.5204082,22,0.0748299
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E06000035,State-funded secondary,State-funded secondary,17981,2351365,190980,143192,47788,0.0812209,0.9187791,5077,0.2823536,298,0.016573
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E06000046,Special,Special,267,35826,4170,3119,1051,0.1163959,0.8836041,98,0.3670412,13,0.0486891
2018/19|Autumn term,2018/19,2018,Autumn term,1,LA|E10000014,State-funded secondary,State-funded secondary,67890,9592372,472589,369135,103454,0.049267200000000004,0.9507328,8396,0.1236706,821,0.0120931
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E06000062,Total,Total,56706,7652318,512803,414993,97810,0.0670128,0.9329872,13160,0.23207419999999998,752,0.013261400000000001
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000025,Special,Special,3823,500713,71052,53766,17286,0.14190160000000002,0.8580984,1586,0.4148574,269,0.0703636
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E08000028,Total,Total,53042,7026080,461705,307438,154267,0.065713,0.934287,11815,0.222748,723,0.0136307
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E06000019,State-funded secondary,State-funded secondary,9288,1254496,108463,92818,15645,0.08645939999999999,0.9135406,2939,0.31642980000000004,171,0.018410899999999997
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E06000055,State-funded secondary,State-funded secondary,11676,1556970,122933,94093,28840,0.0789566,0.9210434,3306,0.2831449,215,0.0184138
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E06000031,Special,Special,636,86455,12090,10173,1917,0.1398415,0.8601585,238,0.3742138,52,0.081761
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E06000031,State-funded primary,State-funded primary,18246,2482069,143539,116307,27232,0.0578304,0.9421696,3746,0.2053053,151,0.0082758
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E10000012,Special,Special,2793,377956,50695,45286,5409,0.1341294,0.8658706,1173,0.4199785,158,0.05657
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E06000033,Special,Special,509,71492,7772,5962,1810,0.1087115,0.8912885,164,0.3222004,17,0.0333988
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E06000033,State-funded primary,State-funded primary,13134,1798829,104067,83103,20964,0.057852600000000004,0.9421474,2652,0.2019187,111,0.0084513
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E06000033,State-funded secondary,State-funded secondary,11946,1628939,125406,96888,28518,0.0769863,0.9230137,3359,0.28118200000000004,212,0.017746500000000002
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E10000015,Total,Total,162498,22390729,1481089,1216453,264636,0.06614740000000001,0.9338526,34764,0.2139349,1815,0.011169400000000001
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E10000020,Special,Special,1410,190947,24560,21486,3074,0.1286221,0.8713779,601,0.42624110000000004,69,0.048936200000000006
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E10000020,State-funded primary,State-funded primary,55766,7614932,485342,401145,84197,0.0637356,0.9362644,12878,0.2309292,377,0.0067604
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E10000029,State-funded primary,State-funded primary,47973,6620392,411267,341871,69396,0.062121199999999994,0.9378788,10314,0.21499590000000002,321,0.0066913
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000007,Special,Special,280,37906,7783,4627,3156,0.2053237,0.7946763,168,0.6,34,0.12142860000000001
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000011,State-funded secondary,State-funded secondary,15559,2003884,141482,87010,54472,0.0706039,0.9293961,3340,0.2146668,283,0.0181888
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000019,Total,Total,19196,2584570,170359,117647,52712,0.0659139,0.9340861,4017,0.2092623,245,0.012763100000000001
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000020,Total,Total,11022,1459339,85800,65486,20314,0.0587937,0.9412063,2028,0.1839956,114,0.010343
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000023,State-funded primary,State-funded primary,19146,2621801,131254,102193,29061,0.050062499999999996,0.9499375,2999,0.1566385,145,0.0075734
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000023,State-funded secondary,State-funded secondary,12713,1679497,101531,57656,43875,0.060453200000000006,0.9395468,2291,0.1802092,132,0.010383100000000001
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000028,Special,Special,541,72112,9114,7488,1626,0.1263867,0.8736133,197,0.36414050000000003,40,0.0739372
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000032,State-funded secondary,State-funded secondary,10187,1324218,82630,61191,21439,0.0623991,0.9376009,1966,0.1929911,158,0.01551
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000033,State-funded secondary,State-funded secondary,9727,1257818,83754,54980,28774,0.0665867,0.9334133,2092,0.2150715,148,0.015215399999999999
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000002,State-funded secondary,State-funded secondary,17131,2315709,150014,97834,52180,0.064781,0.935219,3609,0.21067070000000002,275,0.0160528
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000005,Special,Special,646,88306,9557,8134,1423,0.1082259,0.8917741,240,0.371517,21,0.0325077
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000005,State-funded primary,State-funded primary,21588,2885611,143473,114229,29244,0.0497201,0.9502799,3338,0.1546229,151,0.0069946
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000009,Special,Special,737,100494,13101,12219,882,0.130366,0.869634,328,0.44504750000000004,24,0.0325645
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000009,State-funded primary,State-funded primary,24915,3365717,183550,143848,39702,0.0545352,0.9454648,4528,0.1817379,225,0.009030700000000001
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000014,Special,Special,558,76706,10023,7929,2094,0.1306677,0.8693323,234,0.41935479999999997,29,0.0519713
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000014,State-funded primary,State-funded primary,17249,2334443,133258,95786,37472,0.0570834,0.9429166,3372,0.1954896,173,0.010029600000000001
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000017,State-funded primary,State-funded primary,23414,3190522,171042,135077,35965,0.0536094,0.9463906,3817,0.16302209999999998,162,0.0069189
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000017,Total,Total,42738,5737814,359505,279864,79641,0.0626554,0.9373446,8479,0.1983949,484,0.0113248
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000021,Total,Total,21658,2887849,176255,140987,35268,0.0610333,0.9389667,4254,0.196417,194,0.008957399999999999
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000024,State-funded secondary,State-funded secondary,8817,1149709,75614,54753,20861,0.0657679,0.9342321,1890,0.2143586,96,0.010888100000000001
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000025,Total,Total,53038,7137101,429218,265002,164216,0.060139,0.9398610000000001,9905,0.1867529,921,0.017364900000000003
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000026,Total,Total,46989,6291863,370510,277874,92636,0.0588872,0.9411128,9096,0.1935772,476,0.010129999999999998
2021/22|Autumn term,2021/22,2021,Autumn term,1,LA|E09000031,Special,Special,617,82452,10887,8008,2879,0.1320405,0.8679595,275,0.445705,31,0.0502431
2018/19|Autumn term,2018/19,2018,Autumn term,1,LA|E08000001,Special,Special,657,92143,8438,7049,1389,0.0915751,0.9084249,176,0.2678843,23,0.0350076
2018/19|Autumn term,2018/19,2018,Autumn term,1,LA|E08000001,State-funded primary,State-funded primary,23914,3408961,118912,81850,37062,0.0348822,0.9651178,2165,0.0905327,96,0.0040144
2018/19|Autumn term,2018/19,2018,Autumn term,1,LA|E08000003,State-funded secondary,State-funded secondary,29124,4053749,185598,103680,81918,0.0457843,0.9542157,3421,0.1174633,349,0.011983200000000001
2018/19|Autumn term,2018/19,2018,Autumn term,1,LA|E08000004,Special,Special,681,99209,12476,10738,1738,0.1257547,0.8742453,235,0.3450808,40,0.058737199999999996
